INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/ScrSdmH/2237915051-225385-rosea-hard-wrong.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	beef29ca-b56a-40fa-8ca6-a318c4164a53	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/LQMkJq7/2238217047-308423-paludosa-easy.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	80780a46-1eab-449c-a41e-409d462db086	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/Np6VvpX/2868475364-138842-paludosa-easy.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	6a34b41f-9702-4b51-8740-b8e6fda7f9c3	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/m87H056/2238156730-156328-rosea-hard-wrong.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	756e5c0d-2d03-491a-95be-aaf86565f226	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/VB09Q1b/2821596350-208812-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	f4d7345f-0b2a-49e4-beb6-8badb9a87e26	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/d76fyd3/2294394889-115688-paludosa-easy.jpg	emetica	"""emetica"""	paludosa				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	2e84488e-c263-4a78-8aea-5b975448488c	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/jbk3YyH/2238181740-157264-rosea-hard-corr.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	7d24fd22-dec2-4bdb-8010-41a13f8e1a53	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/prnKspJ/2421822085-193341-emetica-easy.jpg	rosea	"""rosea"""	emetica				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	33936ee3-63b7-4ce4-a4b9-80ed013fa71a	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/2dG5RFb/2238150146-230168-paludosa-hard-wrong.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	b219116b-80a0-4b57-ad64-f014f12c1742	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
https://i.ibb.co/zrhpsVj/2238159226-230577-rosea-hard-corr.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766923/00028c924b--65bbd71b543cd35382c9547f	18836b9f-d2da-472d-8831-87f6eace72a8	00028c924b--65bbd71b543cd35382c9547f	30d6ee4d11bb5ae14edf14db3694b841	SUBMITTED	2024-02-01T17:38:35.965		
