INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/jbk3YyH/2238181740-157264-rosea-hard-corr.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	fd895680-7eea-433a-9026-659db35f6dfa	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/9pYYFtS/2332527831-264520-rosea-easy.jpg	emetica	"""emetica"""	rosea				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	61f78caf-30ec-4aec-a226-e0da6b9ab59b	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/ngSGTfh/2883264346-290566-paludosa-hard-corr.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	44dd3acf-4654-47f2-beba-8622f91d3e03	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/vsqw6Ly/2864911359-138239-emetica-hard-wrong.jpg	rosea	"""rosea"""	emetica				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	6537d86f-0df5-4e62-83c9-de2554e6ac63	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/1bmTZ5m/2238330932-309495-rosea-hard-corr.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	f70545bf-f527-4ea6-8b9e-e326e6b01e1a	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/prnKspJ/2421822085-193341-emetica-easy.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	6b70ca93-766a-402f-b3f5-94c6ff62d97c	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/FY4fcG7/2238562101-256323-rosea-easy.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	54ade235-4f97-481e-8c6d-df45b8733d5c	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/s5mXssj/2238496763-22313-rosea-easy.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	c859493d-f2c6-4af9-bfe2-a45fa61c400a	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/QknR0FN/2238495908-22170-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	54c96144-4234-48be-84a2-c01f8c92e4b4	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
https://i.ibb.co/Yk65Fbr/2238191212-307191-emetica-hard-corr.jpg	rosea	"""rosea"""	emetica				https://platform.toloka.ai/task/42766927/00028c924f--65bbddb1156fa003ebe94fa9	231fd4d0-2582-4c45-b8e4-c5f8a061e36e	00028c924f--65bbddb1156fa003ebe94fa9	64994538190294afa51d92042efb9104	SUBMITTED	2024-02-01T18:06:41.745		
