INPUT:image	OUTPUT:result	OUTPUT:first_answer	GOLDEN:result	GOLDEN:first_answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ACCEPT:verdict	ACCEPT:comment
https://i.ibb.co/2dG5RFb/2238150146-230168-paludosa-hard-wrong.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	bc0a9121-c31d-4207-b664-75aee8f5216d	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/hyZfvX3/2238447704-91235-emetica-hard-wrong.jpg	paludosa	"""paludosa"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	79af1db9-7848-4482-9a08-02db49f1fa5c	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/4ZLQnz5/2238575020-184894-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	ce19bd6b-643b-4697-97d6-678ead9f64d3	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/1bmTZ5m/2238330932-309495-rosea-hard-corr.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	3e79184d-fe8e-43bb-b9d5-a98b4bfab113	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/VB09Q1b/2821596350-208812-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	872cb16f-2512-4534-80ae-ddbe4d42e8ea	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/YTrDDjL/2874314491-289674-rosea-easy.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	ebd7109e-eb55-4d90-85a2-e9948f1ef433	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/DQs1MY9/2238498044-96507-paludosa-hard-wrong.jpg	emetica	"""emetica"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	089185aa-75ef-4b25-8d82-2f2a799e390a	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/M8mrXgC/2238481194-93992-emetica-easy.jpg	paludosa	"""paludosa"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	6e4e5b79-c6d2-49d1-bc0f-d03f58b344e8	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/VNJgtBg/2274829523-41010-paludosa-hard-corr.jpg	emetica	"""emetica"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	b183328d-a70f-4b3c-ab06-de2fdaa8bd34	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/xhqPZ6n/2238502122-320695-emetica-easy.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	f9ef72bf-57ff-4d12-892f-ba7bb4b2ba20	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/ry505Wm/2238516354-99537-emetica-easy.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	f22d4db2-b8eb-4881-a435-5038054ec8bd	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/GM61W7Q/2294394889-115688-paludosa-easy.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	e226394f-3bba-486a-bd42-d6e103cacdac	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/x5t3snX/2825699332-358618-paludosa-easy.jpg	paludosa	"""paludosa"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	487d33ff-ff82-486d-9bd5-69b7059b48ae	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/RCvf7vb/2238156730-156328-rosea-hard-wrong.jpg	paludosa	"""paludosa"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	ed1829d2-cf6b-4ec2-95e7-b586042df97d	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/hK8SF69/2821605349-134687-paludosa-hard-wrong.jpg	emetica	"""emetica"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	b6f4e646-454f-4567-9f90-b640b78e3e69	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/2q3Tk12/2238550115-179929-rosea-easy.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	44017b06-faa5-4060-86a7-7e8980c59f64	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/Lzb9g4y/2238496763-22313-rosea-easy.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	dda568c5-e1f6-41eb-b47f-ababe40c9765	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/cxJXP4Q/2237915051-225385-rosea-hard-wrong.jpg	emetica	"""emetica"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	e942d637-5213-4760-84fc-9cfa4b0303d0	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/w4T402H/2238181740-157264-rosea-hard-corr.jpg	rosea	"""rosea"""	rosea				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	f993ad2a-003a-4127-8d7e-111d5eb3c57a	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/Lxhb20C/2864907353-64055-emetica-hard-corr.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	7a67ab8e-0712-4572-94cb-aa63c1ef46f2	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/Np6VvpX/2868475364-138842-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	8d4e19fb-7389-4607-9e9c-1a322a599dfc	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/tKfxBPR/2238525451-249039-emetica-hard-corr.jpg	paludosa	"""paludosa"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	39d5129d-82dc-44d3-a28f-d174a4ef230b	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/gyQ7SRP/2430663975-196230-emetica-easy.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	81c1ff67-eab8-495c-9ebf-b283ecb77104	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/FHw1VQ5/2427874875-195990-emetica-hard-corr.jpg	emetica	"""emetica"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	8a8ba16d-a0a9-4098-ac55-cf1dc7dcd316	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/M1QL2C4/2238525479-100973-emetica-hard-corr.jpg	paludosa	"""paludosa"""	emetica				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	e33caaef-3343-4ed0-9bf2-6bf2be4ba06d	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
https://i.ibb.co/QknR0FN/2238495908-22170-paludosa-easy.jpg	rosea	"""rosea"""	paludosa				https://platform.toloka.ai/task/42766935/00028c9257--65bbf296543cd35382cb7b33	6eb2fc34-f93f-46d5-b8e2-35ed503fd31b	00028c9257--65bbf296543cd35382cb7b33	00028c9257--65bbd47bd77b751257ffbff1	39c77e06ee66884f965ff83a414510e4	APPROVED	2024-02-01T19:35:50.935	2024-02-01T19:42:27.233	+	
